param med -1sig +1sig bestfit modemean modesigma modemax
h2den1 3.4144345408022883 2.695970890432801 5.223890311924835 2.7431461376965576 3.8656361021241445 1.1244586413600275 2.7431461376965576
tkin1 1.6665371510412856 1.1467090355042555 2.7767904473753955 2.8667343335291253 1.9543981300898416 0.7740110272048875 2.8667343335291253
cdmol1 18.16280458534988 17.759481207847113 19.88864176506653 17.565481060903558 18.03915563939806 0.31522991352302593 17.565481060903558
ff1 -0.5069928344599924 -0.874616983328824 -0.19632115032578282 -0.10469436798232135 -0.431520052359355 0.24827786223991116 -0.10469436798232135
lum1 3.07918119430542 3.07918119430542 3.07918119430542 3.07918119430542 3.0791811943054226 nan 3.07918119430542
press1 5.597786224169162 5.247239468720648 6.370268765810599 5.609880471225683 5.820034232213994 0.5914585423435714 5.609880471225683
bacd1 17.64798565052144 17.493051436418547 19.06699171643306 17.460786692921236 17.607635587038686 0.12446852047244633 17.460786692921236
k1mol0 2.878619604428099 2.5900104706534153 3.165520778701938 2.8728425138063147 2.8687721125799763 0.23760649946829362 2.8728425138063147
k2mol0 3.481182999219855 2.9031522233872065 3.819945135725839 3.737209790936223 3.5907537291469294 0.2674630003268176 3.737209790936223
k3mol0 2.440723343145494 2.1610581007216596 2.666206515175549 2.4768051431940656 2.499827210985806 0.19220925587386484 2.4768051431940656
k4mol0 1.3211627893096642 0.9103701105986144 1.6968036472203218 1.3499845291901664 1.2849587084284044 0.3349534960397207 1.3499845291901664
k5mol0 0.5830528238127783 0.17266957510585307 1.0723030030601535 0.7000589156318505 0.533467958204979 0.32701899763290065 0.7000589156318505
mass1 7.670136163196254 7.51520194909336 9.089142229107871 7.482937205596048 7.629786099713499 0.12446852047244633 7.482937205596048
